ID,Year_Birth,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Day_Customer_Enroll,Month_Customer_Enroll,Year_Customer_Enroll,Total_Children,Age,Education_Encoded,Country_AUS,Country_CA,Country_GER,Country_IND,Country_ME,Country_SA,Country_SP,Country_US,Income_Normalized,Total_Spending_Standardized,MntWines_Standardized,MntFruits_Standardized,MntMeatProducts_Standardized,MntFishProducts_Standardized,MntSweetProducts_Standardized,MntGoldProds_Standardized,Marital_Status_Standardized
7875,1949,0,0,46,1,4,8,13,2,0,1,1,1,0,1,0,29,4,2014,0,76,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1057,1.7791,1.9703,-0.6614,1.9943,0.1002,0.5558,-0.844,-0.433
2815,1975,1,0,46,2,4,0,3,7,0,0,0,0,0,0,0,24,2,2014,1,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0473,-0.8068,-0.8824,-0.5357,-0.567,-0.3758,-0.2923,-0.1346,-0.433
2936,1982,1,0,46,1,1,0,3,7,0,0,0,0,0,0,0,4,12,2013,1,43,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033,-0.9679,-0.8497,-0.6614,-0.7221,-0.6871,-0.6557,-0.8249,0.0748
3665,1977,1,0,46,3,3,0,3,8,0,0,0,0,0,0,0,7,11,2013,1,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0355,-0.9164,-0.9002,-0.4351,-0.7044,-0.4857,-0.583,-0.4222,0.0748
10888,1961,0,0,46,2,8,4,6,6,0,0,0,0,0,0,0,3,11,2013,0,64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0665,0.0502,-0.0919,-0.3848,0.049,0.4481,1.3554,-0.288,0.0198
6637,1988,0,0,46,1,3,4,7,1,0,0,0,0,0,0,0,2,11,2013,0,37,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0981,0.849,-0.08,3.4125,0.6117,2.4805,1.1857,1.5334,0.0198
5077,1979,0,1,46,1,6,6,11,3,0,0,0,0,0,0,0,2,11,2013,1,46,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1136,0.6032,0.3598,2.2306,0.5541,-0.266,0.1923,0.6706,0.0748
6173,1979,0,1,46,1,6,6,11,3,0,0,0,0,0,0,0,2,11,2013,1,46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1136,0.6032,0.3598,2.2306,0.5541,-0.266,0.1923,0.6706,0.0748
3969,1974,0,1,46,1,2,2,2,5,0,0,0,0,0,0,0,1,11,2013,1,51,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0621,-0.7852,-0.7992,-0.5609,-0.6645,-0.5589,-0.5104,0.383,0.0748
4580,1969,0,0,46,1,9,7,9,5,1,0,1,1,0,1,0,25,10,2013,0,56,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1113,3.1227,3.2392,-0.1082,2.3976,0.9425,1.5492,2.6455,-0.433
663,1989,0,0,46,1,1,1,3,4,0,0,0,0,0,0,0,11,9,2013,0,36,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0485,-0.8882,-0.7843,-0.6112,-0.6733,-0.5406,-0.6557,-0.729,0.0198
8299,1989,0,0,46,1,1,1,3,4,0,0,0,0,0,0,0,11,9,2013,0,36,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0485,-0.8882,-0.7843,-0.6112,-0.6733,-0.5406,-0.6557,-0.729,0.0198
8945,1970,0,1,46,2,4,1,4,6,0,0,0,0,0,0,0,16,8,2013,1,55,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0788,-0.669,-0.395,-0.6614,-0.6911,-0.6871,-0.6315,-0.4606,0.1395
10870,1967,0,1,46,2,9,3,4,5,0,0,0,0,0,0,0,13,6,2013,1,58,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0895,1.221,1.2037,0.4199,0.0667,0.0819,2.2034,3.8918,-0.433
1184,1968,0,2,46,3,10,2,10,5,0,0,0,0,0,0,0,22,5,2013,2,57,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1022,0.3973,0.7431,0.3696,0.2129,-0.4857,-0.6557,-0.3839,0.1395
6141,1972,1,0,46,2,6,1,5,7,0,0,0,0,0,0,0,25,4,2013,1,53,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718,-0.3667,-0.3356,-0.4351,-0.31,-0.6871,-0.5104,0.7282,0.0198
8825,1962,1,1,46,8,9,2,5,8,0,0,0,0,0,0,0,1,4,2013,2,63,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0744,-0.0694,-0.2197,-0.3094,-0.0485,0.8143,-0.0742,0.268,0.0748
2217,1975,1,1,46,1,0,0,3,6,0,0,0,0,0,0,0,29,3,2013,2,50,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0535,-0.9679,-0.8705,-0.6363,-0.731,-0.6504,-0.6315,-0.729,-0.433
4102,1975,1,1,46,1,0,0,3,6,0,0,0,0,0,0,0,29,3,2013,2,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0535,-0.9679,-0.8705,-0.6363,-0.731,-0.6504,-0.6315,-0.729,-0.433
4653,1978,1,0,46,4,3,1,4,8,0,0,0,0,0,0,0,26,3,2013,1,47,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0606,-0.6922,-0.5139,-0.6614,-0.6689,-0.6504,-0.6315,-0.0963,0.0748
10092,1954,0,1,46,4,7,10,5,5,0,0,0,0,0,0,0,18,2,2013,1,71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1027,1.4917,2.2853,-0.6614,0.368,2.1143,-0.3165,-0.5756,0.1395
5788,1972,1,0,46,3,3,2,4,5,0,0,0,0,0,0,0,17,2,2013,1,53,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0667,-0.659,-0.7368,-0.41,-0.3321,-0.3392,-0.4861,-0.3647,0.0748
4669,1981,1,0,46,3,3,0,4,7,0,0,0,0,0,0,0,11,2,2013,1,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0342,-0.8367,-0.8913,-0.1836,-0.6999,-0.1744,-0.05,-0.5181,-0.433
6295,1977,0,1,46,4,11,6,5,8,0,0,0,0,0,0,0,4,2,2013,1,48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.079,0.6231,1.0343,-0.4603,-0.0397,-0.3026,-0.6557,1.8786,-0.433
7453,1954,0,1,46,6,3,8,4,4,1,0,0,0,0,1,0,2,2,2013,1,71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0517,-0.1956,-0.4366,0.4199,-0.177,0.558,0.7011,-0.1346,0.0198
10841,1975,0,1,46,3,4,3,8,4,0,0,0,0,0,0,0,25,12,2012,1,50,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0825,-0.2023,-0.2316,-0.1082,-0.1504,0.0636,0.0954,-0.2497,0.0748
821,1992,0,0,46,1,5,4,12,2,0,0,0,0,0,0,0,19,10,2012,0,33,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,2.4434,1.9555,0.8726,3.3415,0.265,0.8223,-0.4606,0.0198
3933,1980,1,0,46,6,10,2,6,9,0,0,0,0,0,0,0,13,10,2012,1,45,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0636,0.0933,-0.3505,0.2439,0.2971,0.8875,1.0888,0.0763,0.0748
1225,1963,0,0,47,1,3,7,8,1,1,0,0,0,0,0,0,26,6,2014,0,62,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1179,1.4768,0.5321,1.451,1.0239,3.0664,1.3796,3.7767,-0.433
7059,1963,0,0,47,1,3,7,8,1,1,0,0,0,0,0,0,26,6,2014,0,62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1179,1.4768,0.5321,1.451,1.0239,3.0664,1.3796,3.7767,-0.433
5633,1980,1,1,47,7,3,1,6,5,0,0,0,0,0,0,0,25,6,2014,2,45,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0729,-0.6225,-0.6149,-0.3597,-0.3676,-0.449,-0.4134,-0.5564,-0.433
843,1971,1,0,47,4,8,2,11,6,0,0,0,0,0,0,0,26,5,2014,1,54,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0947,0.3308,-0.0028,-0.6614,0.501,0.4115,2.9061,-0.5564,-0.433
6211,1976,1,0,47,1,1,0,3,6,0,0,0,0,0,0,0,2,5,2014,1,49,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0536,-0.9413,-0.8497,-0.6614,-0.6999,-0.6871,-0.6315,-0.6331,0.0748
7007,1968,2,0,47,2,3,1,2,7,0,0,0,0,0,0,0,1,4,2014,2,57,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0418,-0.9015,-0.8527,-0.586,-0.66,-0.6321,-0.5588,-0.4989,-0.433
9671,1968,1,1,47,4,3,1,2,8,1,0,0,0,0,1,0,26,1,2014,2,57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0267,-0.8915,-0.8616,-0.586,-0.6468,-0.6504,-0.6315,-0.3072,-0.433
8975,1968,1,1,47,4,3,1,2,8,1,0,0,0,0,0,0,26,1,2014,2,57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0267,-0.8915,-0.8616,-0.586,-0.6468,-0.6504,-0.6315,-0.3072,-0.433
6616,1975,0,1,47,2,3,3,8,2,0,0,0,0,0,0,0,23,10,2013,1,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0869,-0.2405,-0.3742,-0.586,-0.3631,0.6129,0.9434,0.268,0.0748
6248,1947,0,0,47,0,9,7,11,3,0,0,1,0,0,1,0,17,10,2013,0,78,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1353,2.6759,2.8886,-0.0579,2.566,1.034,0.0469,0.0763,0.0198
7428,1975,0,0,47,1,3,7,8,1,0,0,0,0,0,0,0,30,9,2013,0,50,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1179,1.2642,-0.19,2.6581,1.2321,3.8903,3.9964,1.2267,0.0748
3075,1972,0,0,47,1,3,4,7,1,0,0,0,0,0,0,0,11,9,2013,0,53,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0876,-0.3717,-0.5169,0.093,0.0047,-0.3209,0.1681,-0.844,-0.433
2937,1974,0,1,47,3,8,5,9,6,0,0,0,0,0,0,0,28,8,2013,1,51,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1002,0.4405,0.9214,-0.2591,-0.1549,0.1002,0.1439,-0.2113,0.0198
203,1975,0,0,47,1,5,7,9,2,0,0,0,0,0,0,0,14,4,2013,0,50,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1195,2.4633,2.9242,-0.1585,1.9766,0.7777,0.8223,-0.3264,0.0198
2021,1975,0,1,47,4,6,10,13,4,0,0,0,0,0,0,0,27,3,2013,1,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0898,1.2991,0.7698,1.2498,0.9618,0.8509,3.9964,0.8624,-0.433
880,1966,0,0,47,1,2,1,2,8,0,0,0,0,0,0,0,16,1,2013,0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0314,-0.8467,-0.8972,-0.083,-0.6911,-0.5406,-0.5104,0.0379,0.0748
524,1966,0,0,47,1,2,1,2,8,0,0,0,0,0,0,0,16,1,2013,0,59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0314,-0.8467,-0.8972,-0.083,-0.6911,-0.5406,-0.5104,0.0379,0.0748
10837,1975,1,0,47,1,2,0,3,6,0,0,0,0,0,1,0,28,10,2012,1,50,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,-0.8932,-0.8972,-0.6363,-0.66,-0.3209,-0.3892,-0.5373,-0.433
7011,1973,1,0,47,3,3,0,4,7,0,0,0,0,0,0,0,12,10,2012,1,52,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0477,-0.8517,-0.7754,-0.6112,-0.6202,-0.6871,-0.4377,-0.614,-0.433
4184,1950,0,1,48,2,3,2,5,4,0,0,0,0,0,0,0,7,6,2014,1,75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0758,-0.566,-0.3415,-0.6112,-0.6113,-0.6321,-0.6073,-0.0771,0.0748
7679,1985,0,0,48,1,1,1,3,3,0,0,0,0,0,0,0,19,5,2014,0,40,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.043,-0.9596,-0.8853,-0.586,-0.6866,-0.5772,-0.6315,-0.844,0.0198
7485,1950,1,1,48,3,2,1,4,4,0,0,0,0,0,0,0,7,5,2014,2,75,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0824,-0.7769,-0.7041,-0.5609,-0.598,-0.3758,-0.6073,-0.5373,3.841
7530,1950,1,1,48,3,2,1,4,4,0,0,0,0,0,0,0,7,5,2014,2,75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0824,-0.7769,-0.7041,-0.5609,-0.598,-0.3758,-0.6073,-0.5373,3.841
4369,1957,0,0,48,3,3,5,6,2,0,0,0,0,0,0,0,10,1,2014,0,68,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0959,0.9354,-0.19,1.0235,1.4759,2.9565,-0.6557,2.2812,16.9413
10652,1957,0,0,48,3,3,5,6,2,0,0,0,0,0,0,0,10,1,2014,0,68,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0959,0.9354,-0.19,1.0235,1.4759,2.9565,-0.6557,2.2812,0.0748
286,1952,1,1,48,4,2,1,5,6,0,0,0,0,0,0,0,29,11,2013,2,73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0639,-0.7537,-0.6209,-0.3848,-0.5847,-0.6871,-0.5588,-0.7098,0.0198
5922,1974,0,1,48,2,4,1,5,7,0,0,0,0,0,0,0,13,10,2013,1,51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0581,-0.6441,-0.2791,-0.6614,-0.7132,-0.6871,-0.6557,-0.8057,-0.433
7250,1978,1,0,48,7,7,2,9,6,0,0,0,0,0,0,0,1,10,2013,1,47,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0844,0.0103,0.1191,0.2187,0.049,-0.4124,-0.0984,-0.5181,0.0748
2478,1973,1,0,48,1,1,0,4,4,0,0,0,0,0,0,0,31,8,2013,1,52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0356,-0.943,-0.8972,-0.6112,-0.7221,-0.449,-0.3407,-0.7674,-0.433
1160,1970,1,1,48,4,3,0,3,8,0,0,0,0,0,0,0,23,8,2013,2,55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0173,-0.9247,-0.8764,-0.5609,-0.6645,-0.504,-0.6073,-0.7098,-0.433
9214,1991,0,0,48,1,5,1,6,5,0,0,0,0,0,0,0,16,8,2013,0,34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0616,-0.4115,-0.3713,-0.6112,-0.4562,0.0087,-0.2438,0.268,-0.433
273,1970,1,1,48,5,3,1,4,7,0,1,0,0,0,0,0,16,7,2013,2,55,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0517,-0.7553,-0.5169,-0.6614,-0.6689,-0.6871,-0.6557,-0.7482,-0.433
851,1972,1,1,48,9,5,2,10,6,0,0,0,0,0,0,0,9,7,2013,2,53,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0601,0.0061,-0.5357,-0.2568,-0.3026,1.9853,0.9199,-0.433
9729,1955,1,1,48,6,8,2,7,7,0,0,0,0,0,0,0,2,6,2013,2,70,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0153,-0.3415,-0.41,0.3813,0.3383,0.3862,0.383,3.841
9665,1957,0,1,48,4,5,2,5,6,0,0,0,0,0,0,0,27,4,2013,1,68,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.079,-0.4066,-0.1098,-0.586,-0.6069,-0.6138,-0.6557,0.2488,0.1395
2620,1974,1,0,48,1,1,0,2,8,0,0,0,0,0,1,0,13,4,2013,1,51,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0494,-0.9679,-0.8616,-0.6614,-0.731,-0.6871,-0.6557,-0.7098,-0.433
8254,1974,1,0,48,1,1,0,2,8,0,0,0,0,0,0,0,13,4,2013,1,51,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0494,-0.9679,-0.8616,-0.6614,-0.731,-0.6871,-0.6557,-0.7098,-0.433
3852,1961,1,1,48,4,9,2,12,5,0,0,0,0,0,0,0,8,3,2013,2,64,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,0.5949,0.5975,1.1492,0.4567,-0.0279,-0.0015,0.1913,0.0748
1000,1961,1,1,48,4,9,2,12,5,0,0,0,0,0,0,0,8,3,2013,2,64,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.5949,0.5975,1.1492,0.4567,-0.0279,-0.0015,0.1913,0.0748
3099,1970,1,1,48,5,5,2,4,9,0,0,0,0,0,0,0,25,2,2013,2,55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.064,-0.4913,-0.3594,-0.5357,-0.4518,-0.6321,-0.5346,0.0954,0.1395
6318,1988,0,0,48,1,9,7,13,4,0,0,0,0,0,0,0,13,1,2013,0,37,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1004,1.2626,1.3493,-0.3597,0.9663,-0.0829,1.5007,0.8624,-0.433
5396,1988,0,0,48,1,9,7,13,4,0,0,0,0,0,0,0,13,1,2013,0,37,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1004,1.2626,1.3493,-0.3597,0.9663,-0.0829,1.5007,0.8624,-0.433
7966,1959,1,1,48,3,11,5,11,5,0,0,0,0,0,0,1,8,1,2013,2,66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1192,0.9719,0.5975,2.7838,1.0372,1.2171,-0.1227,-0.4222,0.0198
454,1980,1,0,48,2,11,4,11,6,0,0,0,0,0,0,0,14,11,2012,1,45,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1019,0.8789,1.5454,0.1433,-0.0219,0.0819,0.1196,-0.0196,0.0748
309,1961,0,1,48,3,8,3,5,6,0,1,0,0,0,0,0,16,10,2012,1,64,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0927,0.8224,1.8247,-0.1333,-0.2169,-0.449,-0.4134,-0.4414,0.0748
3571,1961,0,1,48,3,8,3,5,6,0,1,0,0,0,1,0,16,10,2012,1,64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0927,0.8224,1.8247,-0.1333,-0.2169,-0.449,-0.4134,-0.4414,0.0748
8395,1961,0,0,48,1,3,6,12,6,0,0,0,0,0,1,0,20,8,2012,0,64,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1207,1.5034,2.009,0.269,0.4345,-0.0462,3.2937,-0.2497,0.0198
2591,1959,0,1,49,2,6,3,4,2,0,0,0,0,0,0,0,22,6,2014,1,66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1122,0.5418,0.6599,0.2187,0.2085,0.5763,0.6285,-0.173,3.841
1640,1954,1,1,49,2,1,1,4,3,0,0,0,0,0,0,0,22,6,2014,2,71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0945,-0.8267,-0.707,-0.6614,-0.6689,-0.6871,-0.5104,-0.4606,0.1395
810,1975,0,1,49,2,4,2,11,2,0,0,0,0,0,0,0,12,5,2014,1,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.109,0.0585,-0.4545,1.3755,-0.3587,2.3889,1.5492,0.383,-0.433
9423,1979,1,0,49,2,2,0,4,5,0,0,0,0,0,0,0,23,2,2014,1,46,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0467,-0.9297,-0.8645,-0.586,-0.6645,-0.5589,-0.583,-0.7865,-0.433
4345,1964,1,1,49,1,1,0,2,7,0,0,0,0,0,0,0,12,1,2014,2,61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0781,-0.9712,-0.8883,-0.6363,-0.6999,-0.6504,-0.6557,-0.7674,0.0198
89,1975,1,0,49,2,2,0,4,6,0,0,0,0,0,0,0,9,12,2013,1,50,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0308,-0.8915,-0.8883,-0.4351,-0.6512,-0.5772,-0.4619,-0.4414,-0.433
5294,1989,1,0,49,3,3,0,4,7,0,0,0,0,0,0,0,20,11,2013,1,36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.025,-0.9115,-0.8853,-0.4603,-0.6556,-0.3941,-0.5588,-0.7674,0.0198
1321,1974,1,0,49,3,3,0,3,8,0,0,0,0,0,0,0,4,11,2013,1,51,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366,-0.9131,-0.8378,-0.6112,-0.66,-0.6871,-0.6073,-0.614,-0.433
2686,1969,0,0,49,1,1,0,2,7,0,0,0,0,0,0,0,21,10,2013,0,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,-0.9629,-0.9032,-0.6363,-0.7221,-0.4124,-0.6315,-0.7482,0.0748
1215,1978,0,0,49,1,5,10,7,3,0,0,0,1,0,0,0,8,10,2013,0,47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1033,1.6047,1.1472,2.2809,1.4714,0.7044,1.8157,0.8432,0.0748
9283,1978,1,2,49,1,0,0,3,4,0,0,0,0,0,0,0,12,9,2013,3,47,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0879,-0.9762,-0.8794,-0.6363,-0.7088,-0.6504,-0.6557,-0.844,0.0198
3120,1981,1,0,49,1,1,0,2,8,0,0,0,0,0,0,1,28,8,2013,1,44,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0554,-0.9696,-0.8853,-0.6363,-0.6955,-0.6871,-0.6315,-0.7674,0.0748
5868,1980,1,0,49,2,1,0,3,7,0,0,0,0,0,0,0,22,8,2013,1,45,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261,-0.9297,-0.8972,-0.5609,-0.6999,-0.504,-0.5346,-0.5373,-0.433
8143,1985,0,0,49,2,4,2,5,7,0,1,0,1,0,1,0,30,7,2013,0,40,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0544,-0.566,-0.3029,-0.6112,-0.536,-0.6321,-0.6073,-0.6523,0.0198
3479,1950,0,0,49,1,2,0,3,7,1,0,0,0,0,0,0,19,7,2013,0,75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,-0.9231,-0.8913,-0.4603,-0.6911,-0.4674,-0.6073,-0.5948,0.0198
7214,1957,0,0,49,1,4,8,5,3,0,0,0,0,0,0,0,5,7,2013,0,68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0909,1.1247,1.4503,-0.6614,0.4788,0.1369,0.4346,1.5718,-0.433
5543,1966,0,1,49,5,7,2,11,5,0,1,0,0,0,0,0,24,6,2013,1,59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0843,0.3259,0.7163,-0.4854,-0.2346,-0.0096,-0.1469,0.6515,0.0748
9347,1956,0,1,49,1,1,0,3,5,0,0,0,0,0,0,0,21,6,2013,1,69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.074,-0.9297,-0.811,-0.6614,-0.7088,-0.6504,-0.6557,-0.729,0.0748
10160,1956,0,1,49,1,1,0,3,5,0,0,0,0,0,0,0,21,6,2013,1,69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.074,-0.9297,-0.811,-0.6614,-0.7088,-0.6504,-0.6557,-0.729,0.0748
1406,1975,1,1,49,8,6,3,5,7,0,0,0,0,0,0,0,12,2,2013,2,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0774,-0.3169,-0.0711,-0.4854,-0.3809,-0.3209,-0.6557,-0.3264,0.0198
7019,1963,1,1,49,4,3,1,5,4,0,0,0,0,0,0,0,23,1,2013,2,62,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0792,-0.6557,-0.5793,-0.2088,-0.6689,-0.2476,-0.0258,-0.4989,0.0748
2157,1972,1,1,49,4,2,0,4,6,0,0,0,0,0,0,0,12,1,2013,2,53,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369,-0.8782,-0.8586,-0.4603,-0.6689,-0.4857,-0.5346,-0.4222,0.0748
8939,1959,0,1,49,6,5,2,12,5,0,0,0,0,0,0,0,16,12,2012,1,66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0895,0.2063,0.232,2.809,-0.4518,0.4115,-0.0258,0.2872,0.1395
10250,1947,0,0,49,1,1,0,2,7,0,0,0,0,0,0,0,20,11,2012,0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0401,-0.9596,-0.9002,-0.5357,-0.7265,-0.5589,-0.5588,-0.6907,0.0748
1272,1965,0,1,49,4,7,5,10,5,0,0,0,0,0,0,0,21,10,2012,1,60,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0805,0.4936,1.07,0.7971,-0.372,-0.1012,-0.6557,0.4214,0.0198
3007,1966,1,1,49,2,1,0,3,8,0,0,0,0,0,0,0,4,10,2012,2,59,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0542,-0.9397,-0.8229,-0.6112,-0.6955,-0.6871,-0.6557,-0.8249,0.0748
5513,1966,1,1,49,2,1,0,3,8,0,0,0,0,0,0,0,4,10,2012,2,59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0542,-0.9397,-0.8229,-0.6112,-0.6955,-0.6871,-0.6557,-0.8249,0.0748
679,1957,1,1,49,2,1,0,3,9,0,0,0,0,0,0,0,20,9,2012,2,68,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.054,-0.943,-0.8645,-0.5609,-0.6512,-0.6871,-0.6557,-0.8249,-0.433
